Date : 2025-06-03 20:27:34
Directory : c:\Users\Aqua\Programming\AeroJS
Total : 557 files,  163665 codes, 53095 comments, 40663 blanks, all 257423 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array.h                             | C++        |         54 |        263 |         45 |        362 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_iteration.cpp                 | C++        |        202 |         60 |         69 |        331 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_iterator.cpp                  | C++        |        203 |         46 |         66 |        315 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_manipulation.cpp              | C++        |        336 |         89 |        106 |        531 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_methods.cpp                   | C++        |        228 |         57 |         63 |        348 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_search.cpp                    | C++        |        278 |         92 |         97 |        467 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_vector_ops.cpp                | C++        |        147 |         71 |         52 |        270 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array_vector_ops.h                  | C++        |         14 |         32 |          9 |         55 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\bigint\bigint.cpp                         | C++        |        807 |        125 |        215 |      1,147 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\bigint\bigint.h                           | C++        |         59 |        209 |         48 |        316 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\boolean\boolean.cpp                       | C++        |         76 |         22 |         28 |        126 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\boolean\boolean.h                         | C++        |         25 |         58 |         17 |        100 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\boolean\module.cpp                        | C++        |         19 |         13 |          7 |         39 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\builtins_manager.cpp                      | C++        |        146 |         23 |         36 |        205 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\builtins_manager.h                        | C++        |         49 |         24 |         18 |         91 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\date\date.cpp                             | C++        |        549 |         62 |        144 |        755 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\date\date.h                               | C++        |         67 |        278 |         57 |        402 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\error\error.cpp                           | C++        |        417 |         80 |        131 |        628 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\error\error.h                             | C++        |         53 |        165 |         32 |        250 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\error\module.cpp                          | C++        |          9 |         13 |          5 |         27 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\finalization\finalization_registry.cpp    | C++        |        277 |         97 |         87 |        461 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\finalization\finalization_registry.h      | C++        |         60 |        137 |         37 |        234 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\finalization\module.cpp                   | C++        |          7 |         10 |          4 |         21 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\finalization\module_init.cpp              | C++        |         32 |         16 |          7 |         55 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\function\function.cpp                     | C++        |        191 |         66 |         63 |        320 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\function\function.h                       | C++        |         52 |        113 |         27 |        192 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\function\module.cpp                       | C++        |          7 |          6 |          4 |         17 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\json\json.cpp                             | C++        |        618 |        116 |        147 |        881 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\json\json.h                               | C++        |         52 |        147 |         41 |        240 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\json\module.cpp                           | C++        |         32 |         15 |         10 |         57 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\map\map.cpp                               | C++        |        279 |         74 |         84 |        437 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\map\map.h                                 | C++        |         52 |        125 |         36 |        213 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\math\math.cpp                             | C++        |        446 |         69 |        124 |        639 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\math\math.h                               | C++        |         58 |         31 |         12 |        101 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\modules.h                                 | C++        |         28 |         10 |         10 |         48 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\number\module.cpp                         | C++        |         12 |         10 |          5 |         27 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\number\number.cpp                         | C++        |        450 |         78 |        109 |        637 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\number\number.h                           | C++        |         73 |        316 |         50 |        439 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\promise\promise.cpp                       | C++        |        699 |        194 |        181 |      1,074 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\promise\promise.h                         | C++        |         83 |         19 |         19 |        121 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\promise\promise_static.cpp                | C++        |        377 |        102 |        130 |        609 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\proxy\proxy.cpp                           | C++        |        761 |        225 |        227 |      1,213 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\proxy\proxy.h                             | C++        |         79 |         18 |         20 |        117 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\regexp\module.cpp                         | C++        |          9 |         13 |          5 |         27 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\regexp\regexp.cpp                         | C++        |        563 |        164 |        187 |        914 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\regexp\regexp.h                           | C++        |         46 |        184 |         35 |        265 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\set\module.cpp                            | C++        |         19 |         13 |          7 |         39 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\set\set.cpp                               | C++        |        427 |        100 |        123 |        650 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\set\set.h                                 | C++        |         48 |        157 |         33 |        238 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\string\string.cpp                         | C++        |        182 |         43 |         48 |        273 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\string\string.h                           | C++        |         62 |        314 |         53 |        429 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\string\string_manipulation.cpp            | C++        |        290 |         63 |         80 |        433 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\string\string_methods.cpp                 | C++        |        321 |         66 |         73 |        460 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\string\string_static.cpp                  | C++        |        462 |        115 |        123 |        700 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakmap\module.cpp                        | C++        |         19 |         13 |          7 |         39 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakmap\weakmap.cpp                       | C++        |        220 |         77 |         78 |        375 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakmap\weakmap.h                         | C++        |         63 |        135 |         32 |        230 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakref\module.cpp                        | C++        |          7 |         10 |          4 |         21 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakref\module_init.cpp                   | C++        |         24 |         17 |          7 |         48 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakref\weakref.cpp                       | C++        |        104 |         44 |         35 |        183 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\weakref\weakref.h                         | C++        |         39 |         87 |         25 |        151 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context.cpp                                        | C++        |        331 |         39 |         85 |        455 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context.h                                          | C++        |         93 |        205 |         61 |        359 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context\README.md                                  | Markdown   |        170 |          0 |         44 |        214 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context\api.cpp                                    | C++        |        257 |         81 |         79 |        417 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context\api.h                                      | C++        |         30 |         98 |         21 |        149 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context\context.cpp                                | C++        |        847 |        180 |        223 |      1,250 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context\context.h                                  | C++        |         73 |        191 |         42 |        306 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\context\context_test.js                            | JavaScript |        149 |         27 |         37 |        213 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\global_object.cpp                                  | C++        |        473 |         69 |        109 |        651 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\global_object.h                                    | C++        |        206 |        241 |         69 |        516 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\globals\globals.cpp                                | C++        |      1,185 |        144 |        308 |      1,637 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\globals\globals.h                                  | C++        |         56 |        394 |         50 |        500 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\globals\globals_object.cpp                         | C++        |        127 |         47 |         54 |        228 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\globals\globals_object.h                           | C++        |         73 |         84 |         24 |        181 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\iteration\iteration.cpp                            | C++        |        662 |        172 |        209 |      1,043 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\iteration\iteration.h                              | C++        |         74 |        279 |         39 |        392 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\object.h                                           | C++        |          6 |          8 |          1 |         15 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\context\README.md                       | Markdown   |        102 |          0 |         30 |        132 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\context\context.cpp                     | C++        |        266 |         85 |         78 |        429 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\context\context.h                       | C++        |         31 |        117 |         21 |        169 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\context\context_test.js                 | JavaScript |          0 |          0 |          1 |          1 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\reflect\module.cpp                      | C++        |          9 |         13 |          5 |         27 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\reflect\reflect.cpp                     | C++        |        247 |         67 |        101 |        415 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\reflection\reflect\reflect.h                       | C++        |         23 |        143 |         21 |        187 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\symbols\symbols.cpp                                | C++        |        379 |         66 |         83 |        528 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\symbols\symbols.h                                  | C++        |         67 |        163 |         36 |        266 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\types\types.cpp                                    | C++        |        465 |         89 |        113 |        667 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\types\types.h                                      | C++        |         75 |        475 |         62 |        612 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\types\value_type.h                                 | C++        |        262 |         55 |         39 |        356 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\array.cpp                                   | C++        |        512 |         57 |        126 |        695 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\array.h                                     | C++        |         68 |        200 |         48 |        316 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\bigint.cpp                                  | C++        |        343 |         68 |         95 |        506 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\bigint.h                                    | C++        |         76 |        228 |         65 |        369 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\bigint_ops.cpp                              | C++        |        487 |        127 |        141 |        755 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\function.cpp                                | C++        |        289 |         42 |         81 |        412 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\function.h                                  | C++        |        114 |        139 |         47 |        300 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\object.cpp                                  | C++        |        436 |         44 |         91 |        571 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\object.h                                    | C++        |        113 |        271 |         74 |        458 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\string.cpp                                  | C++        |        364 |         49 |         94 |        507 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\string.h                                    | C++        |        118 |        191 |         56 |        365 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\symbol.cpp                                  | C++        |         38 |          8 |         11 |         57 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\symbol.h                                    | C++        |         51 |         42 |         18 |        111 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\symbol_perfect.cpp                          | C++        |        197 |         31 |         49 |        277 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\symbol_test.cpp                             | C++        |        214 |         42 |         52 |        308 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\value.cpp                                   | C++        |        323 |         68 |         71 |        462 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\values\value.h                                     | C++        |        308 |         67 |         77 |        452 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_adapters.cpp                             | C++        |      1,185 |        112 |        288 |      1,585 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_adapters.h                               | C++        |        133 |        214 |         59 |        406 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_api.cpp                                  | C++        |      1,260 |        288 |        275 |      1,823 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_binary.cpp                               | C++        |        432 |        119 |        145 |        696 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_binary.h                                 | C++        |         75 |         27 |         18 |        120 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_global.cpp                               | C++        |        276 |         14 |         54 |        344 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_global.h                                 | C++        |         65 |        145 |         35 |        245 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_module.cpp                               | C++        |      1,870 |        356 |        499 |      2,725 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_module.h                                 | C++        |        229 |         56 |         60 |        345 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_table.cpp                                | C++        |        470 |         87 |        143 |        700 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_table.h                                  | C++        |         59 |        115 |         29 |        203 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_validator.cpp                            | C++        |        442 |         81 |        103 |        626 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\wasm\wasm_validator.h                              | C++        |         36 |         23 |         10 |         69 |
| c:\Users\Aqua\Programming\AeroJS\src\core\simple_engine.cpp                                          | C++        |         82 |         19 |         23 |        124 |
| c:\Users\Aqua\Programming\AeroJS\src\core\simple_engine.h                                            | C++        |         25 |         13 |         11 |         49 |
| c:\Users\Aqua\Programming\AeroJS\src\core\simple_value.cpp                                           | C++        |        104 |          6 |         19 |        129 |
| c:\Users\Aqua\Programming\AeroJS\src\core\simple_value.h                                             | C++        |         42 |         16 |         12 |         70 |
| c:\Users\Aqua\Programming\AeroJS\src\core\symbol.cpp                                                 | C++        |         60 |         19 |         15 |         94 |
| c:\Users\Aqua\Programming\AeroJS\src\core\symbol.h                                                   | C++        |         30 |         57 |         19 |        106 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\README.md                                     | Markdown   |         55 |          0 |         23 |         78 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\arch\riscv_array_optimizations.cpp            | C++        |        305 |         44 |         74 |        423 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\arch\riscv_array_optimizations.h              | C++        |         71 |         85 |         25 |        181 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\array_optimization.cpp                        | C++        |        738 |        196 |        196 |      1,130 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\array_optimization.h                          | C++        |        324 |        438 |        105 |        867 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\constant_folding.cpp                          | C++        |        832 |         52 |        110 |        994 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\constant_folding.h                            | C++        |        320 |        171 |         75 |        566 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\dead_code_elimination.cpp                     | C++        |        752 |        123 |        139 |      1,014 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\dead_code_elimination.h                       | C++        |        146 |        189 |         49 |        384 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\identifier_lookup_optimization.cpp            | C++        |        350 |        153 |         80 |        583 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\identifier_lookup_optimization.h              | C++        |         56 |        107 |         27 |        190 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\inline_functions.cpp                          | C++        |        495 |         82 |        116 |        693 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\inline_functions.h                            | C++        |         82 |        143 |         35 |        260 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\optimizers_config.json                        | JSON       |        112 |          0 |          0 |        112 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\parallel_array_optimization.cpp               | C++        |        926 |          0 |          0 |        926 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\parallel_array_optimization.h                 | C++        |         57 |         34 |         15 |        106 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\transform_pipeline_builder.h                  | C++        |         55 |        125 |         27 |        207 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\transformer.cpp                               | C++        |        566 |        102 |        175 |        843 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\transformer.h                                 | C++        |        418 |        307 |         96 |        821 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\type_inference.cpp                            | C++        |        661 |        108 |        173 |        942 |
| c:\Users\Aqua\Programming\AeroJS\src\core\transformers\type_inference.h                              | C++        |        295 |        303 |        109 |        707 |
| c:\Users\Aqua\Programming\AeroJS\src\core\utils\logger.h                                             | C++        |        171 |         73 |         41 |        285 |
| c:\Users\Aqua\Programming\AeroJS\src\core\value.cpp                                                  | C++        |        912 |        135 |        214 |      1,261 |
| c:\Users\Aqua\Programming\AeroJS\src\core\value.h                                                    | C++        |        171 |         37 |         31 |        239 |
| c:\Users\Aqua\Programming\AeroJS\src\core\value_inline.h                                             | C++        |        193 |         47 |         61 |        301 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\README.md                                               | Markdown   |         53 |          0 |         25 |         78 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\bytecode_generator.cpp                         | C++        |        434 |        147 |        147 |        728 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\bytecode_generator.h                           | C++        |        124 |        109 |         30 |        263 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\bytecode_module.cpp                            | C++        |        395 |         84 |        124 |        603 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\bytecode_module.h                              | C++        |         58 |        133 |         31 |        222 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\constant_pool.cpp                              | C++        |        298 |         53 |         82 |        433 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\constant_pool.h                                | C++        |         40 |        126 |         27 |        193 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\function_info.cpp                              | C++        |        167 |         91 |         47 |        305 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\function_info.h                                | C++        |         79 |         40 |         18 |        137 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\sourcemap_entry.cpp                            | C++        |        247 |        165 |         74 |        486 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\bytecode\sourcemap_entry.h                              | C++        |         39 |         38 |         10 |         87 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\calling\call_frame.cpp                                  | C++        |        277 |         50 |         79 |        406 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\calling\call_frame.h                                    | C++        |        111 |        200 |         41 |        352 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\exception\exception.cpp                                 | C++        |         76 |         15 |         25 |        116 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\exception\exception.h                                   | C++        |         29 |         67 |         19 |        115 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\interpreter\bytecode_instruction.cpp                    | C++        |        120 |         34 |         22 |        176 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\interpreter\bytecode_instruction.h                      | C++        |        143 |        105 |         31 |        279 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\interpreter\interpreter.cpp                             | C++        |      1,007 |        312 |        219 |      1,538 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\interpreter\interpreter.h                               | C++        |        148 |        140 |         49 |        337 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\stack\stack.cpp                                         | C++        |         84 |         19 |         32 |        135 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\stack\stack.h                                           | C++        |         32 |         90 |         23 |        145 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\vm.cpp                                                  | C++        |        396 |         68 |        104 |        568 |
| c:\Users\Aqua\Programming\AeroJS\src\core\vm\vm.h                                                    | C++        |        113 |        143 |         33 |        289 |
| c:\Users\Aqua\Programming\AeroJS\src\core\world_class_engine.cpp                                     | C++        |        186 |         20 |         55 |        261 |
| c:\Users\Aqua\Programming\AeroJS\src\main.cpp                                                        | C++        |        315 |         19 |         46 |        380 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\README.md                                                 | Markdown   |        202 |          0 |         65 |        267 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\containers\README.md                                      | Markdown   |         75 |          0 |         28 |        103 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\containers\hashmap\hashmap.cpp                            | C++        |        207 |         53 |         66 |        326 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\containers\hashmap\hashmap.h                              | C++        |        502 |        230 |        108 |        840 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\containers\string\string_view.h                           | C++        |        322 |         42 |         90 |        454 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\logging.cpp                                               | C++        |        188 |         13 |         39 |        240 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\logging.h                                                 | C++        |        186 |         38 |         61 |        285 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\README.md                                          | Markdown   |         69 |          0 |         30 |         99 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\allocators\memory_allocator.cpp                    | C++        |        334 |         41 |         97 |        472 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\allocators\memory_allocator.h                      | C++        |        137 |         99 |         38 |        274 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\garbage_collector.cpp                           | C++        |        738 |        140 |        231 |      1,109 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\garbage_collector.h                             | C++        |        130 |        109 |         46 |        285 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\generational_gc.cpp                             | C++        |        833 |        209 |        242 |      1,284 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\generational_gc.h                               | C++        |        121 |         25 |         40 |        186 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\incremental_gc.cpp                              | C++        |        732 |         83 |        216 |      1,031 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\incremental_gc.h                                | C++        |        232 |         51 |         51 |        334 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\memory_leak_detector.cpp                        | C++        |        246 |         44 |         73 |        363 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\memory_leak_detector.h                          | C++        |         71 |         19 |         20 |        110 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\parallel_gc.cpp                                 | C++        |      1,160 |        215 |        299 |      1,674 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\parallel_gc.h                                   | C++        |        273 |         62 |         73 |        408 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\gc\quantum_gc.h                                    | C++        |        209 |         55 |         43 |        307 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\pool\memory_pool.cpp                               | C++        |         44 |          8 |         16 |         68 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\pool\memory_pool.h                                 | C++        |        117 |        144 |         45 |        306 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\smart_ptr\handle_manager.cpp                       | C++        |        195 |         28 |         54 |        277 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\smart_ptr\handle_manager.h                         | C++        |         80 |         87 |         32 |        199 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\smart_ptr\ref_counted.h                            | C++        |        146 |         45 |         34 |        225 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\memory\smart_ptr\weak_handle.h                            | C++        |         82 |         81 |         22 |        185 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\platform\cpu_features.cpp                                 | C++        |        245 |         54 |         52 |        351 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\platform\cpu_features.h                                   | C++        |         72 |         62 |         26 |        160 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\platform\simd_operations.h                                | C++        |        200 |        124 |         44 |        368 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\test_logging.cpp                                          | C++        |         26 |         18 |         12 |         56 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\time\timer.cpp                                            | C++        |         56 |          6 |         15 |         77 |
| c:\Users\Aqua\Programming\AeroJS\src\utils\time\timer.h                                              | C++        |         28 |         12 |         10 |         50 |
| c:\Users\Aqua\Programming\AeroJS\test_main.cpp                                                       | C++        |        168 |         21 |         41 |        230 |
| c:\Users\Aqua\Programming\AeroJS\tests\core\runtime\values\gc_test.cpp                               | C++        |        224 |         56 |         72 |        352 |
| c:\Users\Aqua\Programming\AeroJS\tests\core\runtime\values\symbol_test.cpp                           | C++        |        119 |         45 |         35 |        199 |
| c:\Users\Aqua\Programming\AeroJS\tests\core\runtime\values\value_test.cpp                            | C++        |        224 |         41 |         51 |        316 |
| c:\Users\Aqua\Programming\AeroJS\tests\core\test_context.cpp                                         | C++        |        181 |         29 |         52 |        262 |
| c:\Users\Aqua\Programming\AeroJS\tests\core\test_engine.cpp                                          | C++        |        127 |         25 |         42 |        194 |
